Vardas                   Pavarde                    ND1        ND2        ND3        ND4        ND5        ND6        ND7        ND8        ND9        ND10       ND11       ND12       ND13       ND14       ND15       
Vardas500                Pavarde500                  2          7          9          4          3          10         2          9          3          9          3          7          7          10         6          
Vardas501                Pavarde501                  3          5          4          1          8          6          9          5          10         5          1          9          7          2          5          
Vardas502                Pavarde502                  1          4          9          5          3          10         4          6          7          2          3          4          3          1          7          
Vardas503                Pavarde503                  6          9          8          1          2          1          1          5          7          5          8          6          7          6          9          
Vardas504                Pavarde504                  3          10         9          10         2          2          4          9          6          10         7          8          4          2          10         
Vardas505                Pavarde505                  5          10         5          6          8          9          2          8          4          8          10         5          4          9          1          
Vardas506                Pavarde506                  8          9          3          6          6          9          9          10         3          5          9          8          1          10         10         
Vardas507                Pavarde507                  5          6          4          10         10         6          4          10         2          9          8          7          9          8          9          
Vardas508                Pavarde508                  8          9          3          9          6          3          6          1          9          6          9          7          2          1          8          
Vardas509                Pavarde509                  5          9          6          8          3          7          1          2          5          2          9          5          7          3          8          
Vardas510                Pavarde510                  6          3          8          1          4          1          10         10         5          6          2          6          3          7          1          
Vardas511                Pavarde511                  3          4          8          7          3          2          2          6          2          1          10         4          5          4          5          
Vardas512                Pavarde512                  8          10         1          1          8          6          2          7          10         6          10         8          1          2          6          
Vardas513                Pavarde513                  5          5          1          6          9          9          5          7          10         10         1          10         2          6          1          
Vardas514                Pavarde514                  8          5          7          10         1          8          5          9          5          6          1          6          4          7          8          
Vardas515                Pavarde515                  5          3          3          2          10         7          2          4          7          4          6          3          3          4          8          
Vardas516                Pavarde516                  3          3          1          2          2          4          7          2          6          4          7          1          9          5          8          
Vardas517                Pavarde517                  7          2          2          5          1          9          6          8          3          10         7          6          6          5          1          
Vardas518                Pavarde518                  10         9          5          3          4          6          2          1          6          3          7          5          2          2          1          
Vardas519                Pavarde519                  5          6          8          1          10         9          10         9          1          3          3          7          3          4          4          
Vardas520                Pavarde520                  8          8          3          3          2          5          2          1          2          9          10         8          5          5          3          
Vardas521                Pavarde521                  3          2          8          2          9          5          7          9          4          5          4          1          4          5          2          
Vardas522                Pavarde522                  4          8          4          5          1          7          7          9          6          2          5          7          9          1          8          
Vardas523                Pavarde523                  1          7          9          2          9          8          9          5          4          7          6          4          7          5          10         
Vardas524                Pavarde524                  1          5          1          1          3          5          4          3          4          4          5          5          4          6          3          
Vardas525                Pavarde525                  9          7          10         10         8          7          6          6          9          1          2          9          4          3          4          
Vardas526                Pavarde526                  6          9          9          2          6          1          10         7          2          7          2          10         4          1          10         
Vardas527                Pavarde527                  6          4          9          2          9          8          10         8          8          5          9          1          2          1          1          
Vardas528                Pavarde528                  9          5          1          3          5          6          9          7          10         7          6          9          10         10         7          
Vardas529                Pavarde529                  4          2          4          4          6          9          5          2          1          6          7          7          6          6          3          
Vardas530                Pavarde530                  4          9          7          8          8          8          2          3          2          8          8          4          3          3          9          
Vardas531                Pavarde531                  7          4          10         6          9          8          1          3          3          10         8          3          5          8          10         
Vardas532                Pavarde532                  10         8          9          2          10         2          3          6          2          1          9          5          9          8          4          
Vardas533                Pavarde533                  7          10         3          2          4          1          8          9          3          8          5          7          3          6          10         
Vardas534                Pavarde534                  4          1          6          2          3          6          10         1          10         5          7          2          4          4          1          
Vardas535                Pavarde535                  8          4          3          10         3          1          3          6          9          7          2          1          8          10         3          
Vardas536                Pavarde536                  7          10         7          7          7          4          8          9          3          5          2          9          3          2          5          
Vardas537                Pavarde537                  9          4          1          5          3          10         6          9          9          3          9          6          6          8          2          
Vardas538                Pavarde538                  6          10         7          10         6          5          10         5          7          10         1          2          6          1          1          
Vardas539                Pavarde539                  2          8          8          7          10         9          7          8          5          5          4          9          4          10         9          
Vardas540                Pavarde540                  7          1          7          5          2          6          4          5          2          6          5          3          9          1          8          
Vardas541                Pavarde541                  5          10         10         4          8          9          3          9          7          4          9          5          6          5          6          
Vardas542                Pavarde542                  4          1          3          5          9          5          3          9          3          3          9          2          8          6          3          
Vardas543                Pavarde543                  3          3          5          1          10         4          3          7          5          9          10         2          7          10         1          
Vardas544                Pavarde544                  5          6          9          4          3          4          5          9          5          8          1          9          8          9          7          
Vardas545                Pavarde545                  8          8          6          2          1          8          3          7          2          6          6          2          6          7          8          
Vardas546                Pavarde546                  1          3          7          7          5          10         8          10         5          4          9          7          6          9          8          
Vardas547                Pavarde547                  5          3          10         7          8          10         3          4          9          3          8          4          4          4          3          
Vardas548                Pavarde548                  3          1          4          4          2          9          1          2          1          9          3          1          10         9          2          
Vardas549                Pavarde549                  4          9          6          2          10         4          3          9          10         1          3          4          8          1          1          
Vardas550                Pavarde550                  6          6          2          8          10         3          5          6          7          5          8          2          2          6          3          
Vardas551                Pavarde551                  3          9          2          1          3          8          3          4          1          2          10         2          9          4          8          
Vardas552                Pavarde552                  4          4          7          3          10         9          3          7          2          7          6          6          6          7          5          
Vardas553                Pavarde553                  7          5          6          9          3          1          10         2          3          5          6          5          5          9          2          
Vardas554                Pavarde554                  6          9          3          10         7          2          9          1          10         7          6          3          10         8          7          
Vardas555                Pavarde555                  2          4          7          9          3          7          6          4          4          9          8          2          9          6          10         
Vardas556                Pavarde556                  6          2          8          9          7          9          7          9          4          2          5          8          10         3          7          
Vardas557                Pavarde557                  8          9          1          7          9          7          1          9          6          5          10         3          2          8          6          
Vardas558                Pavarde558                  1          4          7          3          6          2          7          4          8          5          8          8          3          3          9          
Vardas559                Pavarde559                  8          5          2          4          10         5          2          4          5          10         7          9          9          6          7          
Vardas560                Pavarde560                  9          3          1          2          5          7          8          1          4          9          9          10         1          9          10         
Vardas561                Pavarde561                  7          8          4          2          8          2          8          7          1          8          6          4          7          2          5          
Vardas562                Pavarde562                  4          7          6          3          1          3          3          4          7          6          10         8          4          2          2          
Vardas563                Pavarde563                  8          7          8          6          10         3          5          4          7          3          1          5          4          10         10         
Vardas564                Pavarde564                  8          10         9          2          9          9          10         1          5          4          5          4          7          3          7          
Vardas565                Pavarde565                  1          7          9          2          5          10         5          1          6          3          3          7          10         6          3          
Vardas566                Pavarde566                  7          6          2          10         10         7          6          7          8          7          5          3          6          7          10         
Vardas567                Pavarde567                  3          6          6          6          5          10         4          2          7          1          9          7          10         7          1          
Vardas568                Pavarde568                  4          7          6          4          1          9          2          2          9          5          1          2          5          8          7          
Vardas569                Pavarde569                  9          4          3          10         7          9          7          4          1          10         10         8          1          10         10         
Vardas570                Pavarde570                  10         9          8          2          1          8          8          7          4          3          6          9          4          6          2          
Vardas571                Pavarde571                  9          6          8          7          3          2          2          10         5          10         8          8          1          9          4          
Vardas572                Pavarde572                  9          8          9          6          7          9          10         6          10         7          9          2          6          8          5          
Vardas573                Pavarde573                  4          3          10         9          8          7          10         10         10         2          6          10         5          3          10         
Vardas574                Pavarde574                  9          3          6          2          8          8          3          3          6          3          2          10         10         9          5          
Vardas575                Pavarde575                  5          5          4          3          6          1          10         2          2          5          4          9          1          6          2          
Vardas576                Pavarde576                  6          7          8          2          2          5          8          4          6          7          5          8          8          10         4          
Vardas577                Pavarde577                  10         1          5          3          8          10         8          3          10         1          10         5          9          10         7          
Vardas578                Pavarde578                  5          8          2          9          1          7          9          1          7          8          2          9          2          7          8          
Vardas579                Pavarde579                  3          10         9          8          2          10         2          9          1          1          8          7          1          9          7          
Vardas580                Pavarde580                  4          10         8          8          4          5          5          9          3          4          8          9          8          6          2          
Vardas581                Pavarde581                  6          6          9          10         5          2          5          1          9          4          8          8          9          1          8          
Vardas582                Pavarde582                  3          1          9          5          6          3          1          6          5          4          6          1          7          10         1          
Vardas583                Pavarde583                  3          7          4          3          5          5          3          8          3          4          2          3          4          9          10         
Vardas584                Pavarde584                  7          5          9          1          5          5          6          4          3          4          5          10         1          9          8          
Vardas585                Pavarde585                  3          9          5          8          2          3          3          3          9          8          5          3          9          6          4          
Vardas586                Pavarde586                  3          4          6          4          7          10         6          2          8          4          8          10         3          3          7          
Vardas587                Pavarde587                  2          10         10         6          1          6          1          2          10         3          5          6          2          7          8          
Vardas588                Pavarde588                  5          3          1          9          10         3          2          3          6          3          8          1          5          3          3          
Vardas589                Pavarde589                  8          7          9          3          7          9          2          6          5          9          6          6          2          8          3          
Vardas590                Pavarde590                  1          6          8          6          8          10         6          9          8          3          1          9          8          8          3          
Vardas591                Pavarde591                  1          8          6          1          9          9          10         8          9          8          7          1          7          4          1          
Vardas592                Pavarde592                  2          2          6          2          2          10         10         6          3          7          8          8          9          10         5          
Vardas593                Pavarde593                  7          8          2          3          6          2          8          8          8          10         10         1          4          5          9          
Vardas594                Pavarde594                  10         5          8          3          8          6          4          9          10         9          4          10         2          10         2          
Vardas595                Pavarde595                  7          6          2          4          6          9          6          10         10         4          6          9          1          6          10         
Vardas596                Pavarde596                  5          6          1          10         2          6          6          8          2          7          3          5          7          1          3          
Vardas597                Pavarde597                  1          10         10         6          3          8          7          4          3          4          8          2          7          10         3          
Vardas598                Pavarde598                  1          5          1          1          2          6          3          6          10         6          3          3          1          3          3          
Vardas599                Pavarde599                  6          4          5          9          5          8          5          2          3          8          3          4          3          10         2          
Vardas600                Pavarde600                  2          1          5          4          9          2          1          1          1          4          2          1          10         10         4          
Vardas601                Pavarde601                  8          3          5          5          8          8          6          3          3          10         8          5          7          3          1          
Vardas602                Pavarde602                  7          6          10         4          3          6          4          8          6          1          8          5          3          1          9          
Vardas603                Pavarde603                  5          2          1          5          5          4          5          4          4          5          10         4          3          5          6          
Vardas604                Pavarde604                  6          1          2          6          5          1          1          3          4          9          4          9          4          5          3          
Vardas605                Pavarde605                  10         8          10         2          8          8          7          6          1          3          7          2          8          2          8          
Vardas606                Pavarde606                  8          6          7          2          6          2          10         8          4          1          2          3          5          5          5          
Vardas607                Pavarde607                  4          9          4          1          9          1          8          7          2          6          1          5          8          2          2          
Vardas608                Pavarde608                  5          6          1          6          7          10         6          8          1          9          2          2          3          1          4          
Vardas609                Pavarde609                  7          2          9          6          2          8          3          1          1          9          7          8          10         3          2          
Vardas610                Pavarde610                  1          5          6          5          1          3          5          7          3          2          1          3          3          2          5          
Vardas611                Pavarde611                  1          8          8          4          9          5          6          3          2          4          4          8          7          5          5          
Vardas612                Pavarde612                  7          10         1          1          3          5          10         2          4          3          4          7          3          5          10         
Vardas613                Pavarde613                  4          5          8          7          9          2          2          10         4          5          7          6          9          1          5          
Vardas614                Pavarde614                  6          4          3          8          1          1          4          4          4          6          7          4          10         6          6          
Vardas615                Pavarde615                  10         7          5          10         9          8          10         4          7          10         2          7          8          5          5          
Vardas616                Pavarde616                  7          1          8          1          6          6          5          4          8          2          5          9          10         10         6          
Vardas617                Pavarde617                  5          10         2          2          8          3          2          3          9          2          6          1          1          9          4          
Vardas618                Pavarde618                  9          2          10         6          8          10         2          1          2          3          5          10         3          2          2          
Vardas619                Pavarde619                  4          4          8          3          1          10         6          5          7          10         7          6          10         4          6          
Vardas620                Pavarde620                  2          4          10         6          2          8          2          8          2          5          6          2          9          2          10         
Vardas621                Pavarde621                  3          2          1          5          2          2          4          8          5          9          2          1          4          8          8          
Vardas622                Pavarde622                  4          6          3          5          9          6          5          6          9          2          5          6          2          10         10         
Vardas623                Pavarde623                  8          3          1          8          1          10         6          7          5          3          10         6          8          7          9          
Vardas624                Pavarde624                  9          5          10         3          10         3          6          2          4          3          9          9          5          6          5          
Vardas625                Pavarde625                  2          10         2          5          4          8          1          10         10         1          1          3          4          1          2          
Vardas626                Pavarde626                  3          1          3          3          7          2          3          1          9          10         1          5          2          4          8          
Vardas627                Pavarde627                  4          3          2          7          6          4          7          2          9          6          6          9          8          1          3          
Vardas628                Pavarde628                  5          6          8          5          3          3          8          9          7          6          9          7          7          10         9          
Vardas629                Pavarde629                  8          3          3          7          8          3          10         4          10         3          3          2          9          5          9          
Vardas630                Pavarde630                  4          3          9          1          4          2          6          10         2          7          6          5          10         2          1          
Vardas631                Pavarde631                  7          3          9          9          4          7          3          3          7          6          5          5          6          7          7          
Vardas632                Pavarde632                  2          7          3          7          3          4          1          10         7          3          9          1          6          6          9          
Vardas633                Pavarde633                  4          8          8          4          1          5          5          9          6          5          7          2          6          2          8          
Vardas634                Pavarde634                  9          4          1          2          9          4          6          6          6          7          7          5          10         3          2          
Vardas635                Pavarde635                  5          2          6          10         2          10         6          3          2          9          7          7          1          6          10         
Vardas636                Pavarde636                  1          1          4          1          1          4          4          4          8          4          6          3          7          4          3          
Vardas637                Pavarde637                  9          9          2          6          10         7          4          1          1          6          2          10         5          2          8          
Vardas638                Pavarde638                  6          10         3          1          3          5          6          5          3          7          4          9          9          4          2          
Vardas639                Pavarde639                  8          2          7          3          5          2          3          7          10         2          7          6          10         2          10         
Vardas640                Pavarde640                  3          1          4          10         2          1          3          4          8          6          3          1          3          8          7          
Vardas641                Pavarde641                  2          7          5          5          9          9          6          10         2          1          10         8          4          9          7          
Vardas642                Pavarde642                  2          7          4          8          7          9          6          1          7          9          6          4          5          6          4          
Vardas643                Pavarde643                  7          3          10         4          10         2          6          9          10         3          4          8          8          9          3          
Vardas644                Pavarde644                  9          10         3          5          1          3          4          7          1          9          6          8          6          1          4          
Vardas645                Pavarde645                  6          10         8          7          5          1          4          6          8          8          6          3          3          3          6          
Vardas646                Pavarde646                  4          6          9          1          1          4          1          10         1          6          3          7          10         7          3          
Vardas647                Pavarde647                  1          7          9          2          5          9          5          10         1          6          2          5          4          8          4          
Vardas648                Pavarde648                  3          3          7          4          3          3          2          9          3          10         10         10         10         1          8          
Vardas649                Pavarde649                  2          5          6          4          7          4          3          8          3          6          3          2          8          7          10         
Vardas650                Pavarde650                  2          9          1          8          7          3          4          8          4          10         9          3          1          1          4          
Vardas651                Pavarde651                  2          1          10         8          3          2          2          2          3          2          4          6          10         6          7          
Vardas652                Pavarde652                  8          10         9          3          4          9          5          7          4          7          4          9          8          6          8          
Vardas653                Pavarde653                  8          3          10         9          6          9          9          2          6          8          10         1          10         9          3          
Vardas654                Pavarde654                  4          5          7          9          6          5          6          5          10         10         2          3          10         6          2          
Vardas655                Pavarde655                  5          10         1          5          6          3          4          1          1          4          10         5          5          6          10         
Vardas656                Pavarde656                  2          4          3          2          1          6          8          2          1          8          2          2          8          3          5          
Vardas657                Pavarde657                  5          5          6          8          5          5          9          10         2          7          7          4          8          4          3          
Vardas658                Pavarde658                  5          1          3          6          3          5          8          5          5          8          5          10         9          6          4          
Vardas659                Pavarde659                  4          6          7          8          3          7          8          10         6          2          1          10         1          3          7          
Vardas660                Pavarde660                  1          6          10         4          8          8          9          7          10         8          9          8          6          1          1          
Vardas661                Pavarde661                  8          2          6          6          7          6          6          9          5          6          1          4          3          9          4          
Vardas662                Pavarde662                  9          3          9          2          10         8          5          7          5          5          8          1          2          5          7          
Vardas663                Pavarde663                  4          5          9          3          7          10         10         10         5          4          9          9          4          9          2          
Vardas664                Pavarde664                  4          8          1          10         3          9          1          6          7          1          3          9          2          1          10         
Vardas665                Pavarde665                  10         8          2          5          6          3          2          8          1          4          9          5          10         8          1          
Vardas666                Pavarde666                  1          8          8          6          10         3          2          5          9          7          1          9          1          3          10         
Vardas667                Pavarde667                  8          3          4          5          3          4          8          7          1          9          2          3          2          10         3          
Vardas668                Pavarde668                  4          8          6          3          6          5          1          3          5          9          2          1          8          5          3          
Vardas669                Pavarde669                  5          7          9          3          10         9          7          3          9          5          2          10         4          6          8          
Vardas670                Pavarde670                  2          8          10         3          4          2          4          10         3          1          8          8          10         8          9          
Vardas671                Pavarde671                  3          1          7          2          5          7          3          7          5          4          2          9          5          1          7          
Vardas672                Pavarde672                  2          1          2          6          2          3          3          2          10         9          8          8          9          2          8          
Vardas673                Pavarde673                  5          1          10         3          6          1          4          8          2          2          4          5          1          2          5          
Vardas674                Pavarde674                  7          3          9          10         5          10         10         8          6          1          10         9          8          3          1          
Vardas675                Pavarde675                  8          1          8          9          6          1          8          8          9          3          4          3          2          6          6          
Vardas676                Pavarde676                  8          5          3          1          5          8          10         4          8          7          5          2          3          7          4          
Vardas677                Pavarde677                  7          6          8          2          5          7          8          2          6          5          7          5          6          8          8          
Vardas678                Pavarde678                  2          10         6          1          6          8          4          10         3          7          1          4          1          1          3          
Vardas679                Pavarde679                  10         7          9          6          4          4          4          7          5          7          9          4          9          9          1          
Vardas680                Pavarde680                  7          2          4          5          9          2          9          4          8          4          8          10         7          5          5          
Vardas681                Pavarde681                  4          1          4          7          4          8          9          1          8          5          3          2          9          6          7          
Vardas682                Pavarde682                  5          1          2          4          10         8          6          1          5          9          10         10         3          9          10         
Vardas683                Pavarde683                  4          4          6          10         1          10         1          7          3          10         9          7          4          1          4          
Vardas684                Pavarde684                  5          10         1          4          5          9          9          3          1          1          6          8          4          6          5          
Vardas685                Pavarde685                  9          2          7          9          3          7          6          7          3          3          1          2          2          4          1          
Vardas686                Pavarde686                  6          10         5          2          7          4          9          5          1          3          8          5          3          10         5          
Vardas687                Pavarde687                  4          6          9          4          7          3          8          8          7          9          4          8          5          7          1          
Vardas688                Pavarde688                  2          8          9          9          3          10         10         3          1          8          6          4          3          1          10         
Vardas689                Pavarde689                  5          1          9          7          4          9          3          6          1          5          2          7          10         7          2          
Vardas690                Pavarde690                  3          7          7          10         1          4          5          2          4          4          4          2          1          4          9          
Vardas691                Pavarde691                  10         1          6          4          10         1          6          4          5          9          2          4          1          9          3          
Vardas692                Pavarde692                  8          1          4          9          3          1          8          3          10         10         10         4          10         1          1          
Vardas693                Pavarde693                  9          3          10         7          8          10         6          10         1          4          5          5          7          7          7          
Vardas694                Pavarde694                  9          7          3          5          3          1          9          3          9          9          2          7          2          10         10         
Vardas695                Pavarde695                  10         10         3          7          7          4          10         4          10         10         10         7          3          5          9          
Vardas696                Pavarde696                  9          5          8          9          7          5          9          8          6          2          8          4          5          2          4          
Vardas697                Pavarde697                  9          7          1          10         2          8          3          4          9          10         2          10         3          8          2          
Vardas698                Pavarde698                  6          7          3          5          4          4          6          1          7          7          2          5          9          8          5          
Vardas699                Pavarde699                  1          4          3          8          1          7          5          2          10         1          9          1          5          2          6          
Vardas700                Pavarde700                  6          6          1          2          1          8          4          5          5          6          3          1          10         9          4          
Vardas701                Pavarde701                  4          4          2          8          10         10         8          5          9          4          5          6          2          2          4          
Vardas702                Pavarde702                  4          8          2          9          2          3          9          4          4          4          3          2          7          5          6          
Vardas703                Pavarde703                  7          9          2          3          10         5          4          10         2          6          8          6          2          5          4          
Vardas704                Pavarde704                  5          5          1          5          2          6          2          1          10         9          8          1          1          1          2          
