Vardas                   Pavarde                    ND1        ND2        ND3        ND4        ND5        ND6        ND7        ND8        ND9        ND10       ND11       ND12       ND13       ND14       ND15       
Vardas5017               Pavarde5017                 4          5          6          8          2          3          8          4          5          1          3          8          7          2          10         
Vardas5018               Pavarde5018                 6          2          3          9          5          6          10         10         1          10         1          2          3          7          9          
Vardas5019               Pavarde5019                 9          10         7          9          2          4          10         3          5          4          5          4          8          4          9          
Vardas5020               Pavarde5020                 6          3          5          9          1          4          6          1          8          2          3          4          1          5          5          
Vardas5021               Pavarde5021                 8          2          7          10         7          3          6          1          4          10         5          2          6          3          7          
Vardas5022               Pavarde5022                 6          1          7          3          8          7          8          7          6          6          8          4          6          4          5          
Vardas5023               Pavarde5023                 2          8          5          3          2          6          10         2          8          6          7          2          2          5          2          
Vardas5024               Pavarde5024                 2          10         7          1          5          5          2          5          10         2          7          2          3          1          2          
Vardas5025               Pavarde5025                 8          6          10         6          6          3          7          5          7          10         8          3          4          8          5          
Vardas5026               Pavarde5026                 7          10         10         3          9          5          6          7          2          3          1          10         9          7          1          
Vardas5027               Pavarde5027                 5          3          4          7          3          7          5          6          2          4          6          2          3          8          5          
Vardas5028               Pavarde5028                 5          9          10         4          3          9          7          4          7          7          7          4          1          4          4          
Vardas5029               Pavarde5029                 4          8          1          1          4          2          1          5          9          3          1          5          2          4          1          
Vardas5030               Pavarde5030                 2          2          8          5          6          6          1          3          6          2          4          7          7          8          9          
Vardas5031               Pavarde5031                 1          10         1          2          3          10         6          9          7          7          6          5          1          7          9          
Vardas5032               Pavarde5032                 8          9          9          10         5          8          5          5          5          4          1          4          7          10         10         
Vardas5033               Pavarde5033                 5          8          2          1          3          8          9          10         6          2          2          9          6          7          5          
Vardas5034               Pavarde5034                 2          1          1          9          9          9          5          5          4          2          3          4          3          6          7          
Vardas5035               Pavarde5035                 8          4          10         3          8          4          2          9          1          4          6          4          7          9          3          
Vardas5036               Pavarde5036                 6          8          5          7          1          10         9          1          4          7          10         7          9          10         4          
Vardas5037               Pavarde5037                 2          10         1          8          9          3          1          3          4          2          10         6          3          6          3          
Vardas5038               Pavarde5038                 8          3          8          1          2          6          1          2          3          6          4          10         6          10         10         
Vardas5039               Pavarde5039                 8          4          2          3          4          8          8          3          8          6          7          4          10         1          9          
Vardas5040               Pavarde5040                 1          1          2          8          4          8          10         3          2          8          1          2          2          10         9          
Vardas5041               Pavarde5041                 6          5          2          3          9          1          5          7          9          2          6          4          10         8          10         
Vardas5042               Pavarde5042                 4          5          4          3          9          2          4          6          10         1          6          7          2          1          5          
Vardas5043               Pavarde5043                 2          10         10         6          3          9          5          1          5          5          3          8          2          3          1          
Vardas5044               Pavarde5044                 4          8          10         8          5          10         4          10         6          8          2          1          2          7          6          
Vardas5045               Pavarde5045                 8          8          5          7          10         4          2          6          9          2          1          6          4          6          6          
Vardas5046               Pavarde5046                 7          7          6          9          1          2          8          3          10         8          4          7          1          1          10         
Vardas5047               Pavarde5047                 7          2          7          8          6          2          3          4          4          2          8          10         9          3          7          
Vardas5048               Pavarde5048                 6          2          6          9          1          10         7          4          1          2          5          8          3          6          2          
Vardas5049               Pavarde5049                 10         9          8          1          5          4          9          5          6          1          6          5          1          2          9          
Vardas5050               Pavarde5050                 2          1          2          2          3          1          7          2          9          7          10         1          7          2          5          
Vardas5051               Pavarde5051                 10         8          8          7          7          3          1          3          8          10         10         6          2          4          8          
Vardas5052               Pavarde5052                 8          6          7          9          3          7          2          3          3          6          8          7          7          3          4          
Vardas5053               Pavarde5053                 3          1          4          5          5          8          2          7          7          1          5          5          10         3          10         
Vardas5054               Pavarde5054                 2          1          3          4          4          1          5          8          9          9          3          9          4          10         3          
Vardas5055               Pavarde5055                 2          9          5          4          4          1          1          7          8          4          5          9          6          8          8          
Vardas5056               Pavarde5056                 10         9          2          7          7          6          6          7          3          8          1          3          4          8          4          
Vardas5057               Pavarde5057                 6          10         3          10         5          8          5          2          2          10         1          9          4          1          4          
Vardas5058               Pavarde5058                 7          9          4          10         9          6          8          2          6          10         8          9          9          2          10         
Vardas5059               Pavarde5059                 7          3          9          2          8          1          4          4          7          2          9          9          7          10         6          
Vardas5060               Pavarde5060                 3          1          7          9          5          5          9          10         2          7          5          3          7          6          1          
Vardas5061               Pavarde5061                 3          8          6          9          3          4          8          7          2          2          8          4          2          3          2          
Vardas5062               Pavarde5062                 10         8          5          7          3          6          1          1          9          8          3          5          8          8          10         
Vardas5063               Pavarde5063                 10         3          3          4          2          10         4          8          3          3          6          2          6          5          8          
Vardas5064               Pavarde5064                 7          9          4          1          6          1          2          3          3          7          9          2          10         5          9          
Vardas5065               Pavarde5065                 5          3          5          10         5          9          4          3          3          5          9          6          9          7          1          
Vardas5066               Pavarde5066                 2          10         7          9          1          4          4          4          9          1          8          4          4          5          7          
Vardas5067               Pavarde5067                 5          10         3          7          7          4          7          3          2          2          6          8          7          10         10         
Vardas5068               Pavarde5068                 7          10         2          8          3          2          3          4          4          3          9          1          6          6          10         
Vardas5069               Pavarde5069                 5          4          8          3          10         1          6          7          8          6          4          10         9          2          6          
Vardas5070               Pavarde5070                 1          2          9          2          6          5          7          9          8          7          5          4          9          1          6          
Vardas5071               Pavarde5071                 3          2          7          9          7          4          9          4          3          9          4          1          2          1          8          
Vardas5072               Pavarde5072                 3          5          3          7          3          5          5          8          8          10         3          3          2          3          5          
Vardas5073               Pavarde5073                 6          2          3          9          9          8          1          4          10         4          3          10         10         4          8          
Vardas5074               Pavarde5074                 6          4          2          3          6          5          2          1          2          4          3          5          1          7          2          
Vardas5075               Pavarde5075                 4          5          7          5          6          1          9          5          5          7          1          10         2          2          1          
Vardas5076               Pavarde5076                 5          8          1          9          1          1          6          1          4          6          10         2          7          5          8          
Vardas5077               Pavarde5077                 1          8          5          2          3          5          4          1          6          10         9          2          2          5          5          
Vardas5078               Pavarde5078                 9          7          1          3          1          3          6          1          7          6          6          8          1          4          1          
Vardas5079               Pavarde5079                 1          8          10         9          5          4          7          8          6          10         8          2          6          5          10         
Vardas5080               Pavarde5080                 3          8          3          7          7          10         6          7          6          10         8          5          1          6          6          
Vardas5081               Pavarde5081                 6          3          6          6          6          8          8          7          10         3          3          5          3          8          2          
Vardas5082               Pavarde5082                 4          2          6          4          8          10         8          10         10         2          6          2          7          3          4          
Vardas5083               Pavarde5083                 8          6          5          2          5          10         5          7          3          7          7          10         9          8          10         
Vardas5084               Pavarde5084                 7          2          8          6          5          2          6          9          2          10         2          5          2          8          10         
Vardas5085               Pavarde5085                 6          1          6          3          6          10         5          8          1          9          1          10         10         6          1          
Vardas5086               Pavarde5086                 5          1          9          9          10         4          8          4          2          10         4          6          4          4          4          
Vardas5087               Pavarde5087                 10         6          3          3          4          2          4          7          6          10         3          5          6          1          10         
Vardas5088               Pavarde5088                 5          5          9          6          5          4          3          2          6          5          10         6          3          8          9          
Vardas5089               Pavarde5089                 2          9          5          2          9          10         10         6          7          10         7          10         2          7          10         
Vardas5090               Pavarde5090                 10         2          6          4          9          1          4          6          7          8          7          9          5          10         2          
Vardas5091               Pavarde5091                 4          2          7          3          1          6          5          5          9          10         10         4          5          7          7          
Vardas5092               Pavarde5092                 5          10         5          5          6          5          1          3          6          4          10         2          5          5          9          
Vardas5093               Pavarde5093                 2          2          3          9          10         2          8          7          10         7          6          2          5          6          9          
Vardas5094               Pavarde5094                 6          7          4          9          3          4          3          7          10         8          1          1          4          4          2          
Vardas5095               Pavarde5095                 1          5          9          8          6          10         6          9          6          6          2          2          3          8          1          
Vardas5096               Pavarde5096                 10         6          6          9          3          10         4          3          2          7          8          3          9          2          8          
Vardas5097               Pavarde5097                 5          4          3          10         1          4          2          1          9          3          5          1          5          3          7          
Vardas5098               Pavarde5098                 9          6          9          2          8          6          8          10         2          2          4          1          10         8          4          
Vardas5099               Pavarde5099                 8          10         1          8          2          8          6          5          8          7          1          8          6          6          2          
Vardas5100               Pavarde5100                 6          10         10         6          5          8          10         9          9          7          8          3          1          10         5          
Vardas5101               Pavarde5101                 2          4          8          2          7          9          9          3          1          8          1          1          1          7          9          
Vardas5102               Pavarde5102                 3          8          10         6          6          10         7          6          9          10         9          4          3          2          2          
Vardas5103               Pavarde5103                 6          7          1          3          10         10         4          6          7          1          3          4          9          2          8          
Vardas5104               Pavarde5104                 4          1          2          8          7          1          6          10         8          7          7          2          10         1          2          
Vardas5105               Pavarde5105                 8          8          10         3          2          1          4          4          5          7          4          9          9          10         8          
Vardas5106               Pavarde5106                 6          6          8          4          9          3          3          3          5          6          6          7          7          3          1          
Vardas5107               Pavarde5107                 2          3          5          9          2          4          1          2          1          5          8          1          7          4          8          
Vardas5108               Pavarde5108                 3          2          9          3          3          1          1          7          10         5          8          6          2          6          4          
Vardas5109               Pavarde5109                 3          4          1          5          8          10         1          7          10         9          3          5          4          5          3          
Vardas5110               Pavarde5110                 2          1          2          5          3          9          6          6          3          7          7          3          7          8          8          
Vardas5111               Pavarde5111                 10         5          5          4          4          5          7          3          1          8          10         8          9          6          1          
Vardas5112               Pavarde5112                 9          2          2          3          4          8          7          2          5          6          1          8          8          5          10         
Vardas5113               Pavarde5113                 7          7          2          6          9          3          4          7          4          5          6          10         2          6          3          
Vardas5114               Pavarde5114                 1          7          7          4          10         1          2          10         1          8          2          5          4          8          7          
Vardas5115               Pavarde5115                 1          6          2          9          5          3          9          10         9          6          4          7          9          8          1          
Vardas5116               Pavarde5116                 9          2          4          6          7          6          9          3          2          3          5          10         9          1          10         
Vardas5117               Pavarde5117                 2          8          2          3          1          5          6          1          8          3          4          5          9          9          3          
Vardas5118               Pavarde5118                 1          5          8          10         8          2          8          4          8          4          5          4          7          9          7          
Vardas5119               Pavarde5119                 6          2          8          1          1          2          3          3          9          7          6          4          9          10         4          
Vardas5120               Pavarde5120                 3          4          9          3          7          7          1          2          3          6          7          6          7          5          2          
Vardas5121               Pavarde5121                 1          2          8          3          5          10         7          5          8          4          1          6          2          7          10         
Vardas5122               Pavarde5122                 8          6          8          4          9          7          9          5          5          5          8          9          7          8          3          
Vardas5123               Pavarde5123                 3          4          2          3          9          4          5          8          8          10         4          1          3          1          9          
Vardas5124               Pavarde5124                 3          10         1          10         6          10         8          5          4          8          9          10         1          1          4          
Vardas5125               Pavarde5125                 9          3          3          3          4          1          2          1          2          10         10         4          5          8          4          
Vardas5126               Pavarde5126                 4          4          1          9          1          4          1          9          3          10         9          6          1          4          9          
Vardas5127               Pavarde5127                 6          7          5          4          5          1          10         10         9          1          3          3          6          5          1          
Vardas5128               Pavarde5128                 2          6          9          8          3          8          3          8          3          4          5          10         5          6          4          
Vardas5129               Pavarde5129                 4          3          2          1          5          2          1          3          4          3          3          6          7          8          4          
Vardas5130               Pavarde5130                 7          9          6          8          9          2          2          2          8          10         7          3          5          3          6          
Vardas5131               Pavarde5131                 6          1          7          9          1          3          2          2          6          2          9          6          10         10         1          
Vardas5132               Pavarde5132                 6          3          9          9          7          1          8          10         7          10         9          2          1          1          3          
Vardas5133               Pavarde5133                 6          3          8          1          4          3          4          1          8          2          9          5          8          6          10         
Vardas5134               Pavarde5134                 2          6          10         5          4          8          6          7          8          2          1          1          8          10         3          
Vardas5135               Pavarde5135                 10         5          3          8          1          3          8          4          3          7          10         10         3          2          4          
Vardas5136               Pavarde5136                 9          10         4          6          4          8          3          6          5          3          5          5          5          1          8          
Vardas5137               Pavarde5137                 10         4          4          1          10         2          2          6          5          6          4          2          2          1          9          
Vardas5138               Pavarde5138                 7          4          3          10         5          5          6          6          2          7          9          3          8          8          9          
Vardas5139               Pavarde5139                 10         1          10         8          3          1          1          5          3          7          7          1          6          3          1          
Vardas5140               Pavarde5140                 1          6          6          4          3          2          5          7          10         2          1          3          6          6          1          
Vardas5141               Pavarde5141                 7          2          3          2          3          4          8          7          4          6          1          5          5          8          5          
Vardas5142               Pavarde5142                 4          8          5          3          7          9          3          7          9          1          1          6          8          8          3          
Vardas5143               Pavarde5143                 9          6          7          3          5          9          8          4          2          10         10         7          3          8          2          
Vardas5144               Pavarde5144                 7          6          5          2          8          8          5          3          4          10         7          2          5          7          2          
Vardas5145               Pavarde5145                 7          3          9          8          8          5          9          1          4          10         9          9          2          9          7          
Vardas5146               Pavarde5146                 9          10         4          7          2          9          1          5          8          9          8          7          6          9          2          
Vardas5147               Pavarde5147                 5          6          9          9          3          8          7          10         8          7          3          2          4          3          3          
Vardas5148               Pavarde5148                 2          1          1          7          8          9          1          5          9          10         7          5          5          8          5          
Vardas5149               Pavarde5149                 5          5          4          3          2          2          2          1          9          9          4          10         7          7          2          
Vardas5150               Pavarde5150                 2          9          8          10         5          10         9          2          5          4          1          1          5          2          10         
Vardas5151               Pavarde5151                 7          4          9          4          2          2          10         7          1          2          10         3          8          4          4          
Vardas5152               Pavarde5152                 3          5          7          3          10         8          1          1          4          1          3          2          3          5          2          
Vardas5153               Pavarde5153                 3          6          5          6          7          3          2          5          1          9          3          10         6          8          3          
Vardas5154               Pavarde5154                 2          3          8          10         8          5          8          10         10         9          3          2          4          5          8          
Vardas5155               Pavarde5155                 5          4          6          2          3          8          1          1          9          1          6          9          7          1          7          
Vardas5156               Pavarde5156                 4          10         9          3          1          9          1          4          1          2          4          9          5          3          2          
Vardas5157               Pavarde5157                 4          4          6          10         3          6          3          1          7          3          5          8          10         6          8          
Vardas5158               Pavarde5158                 3          4          4          10         9          9          3          4          9          6          5          9          4          2          5          
Vardas5159               Pavarde5159                 8          4          8          2          4          5          10         8          7          8          2          6          9          7          4          
Vardas5160               Pavarde5160                 8          3          7          5          3          9          5          4          3          1          4          9          2          4          9          
Vardas5161               Pavarde5161                 3          2          6          2          8          7          9          8          9          9          1          5          8          10         1          
Vardas5162               Pavarde5162                 9          10         3          8          7          6          9          2          3          6          8          2          3          6          5          
Vardas5163               Pavarde5163                 3          10         7          8          8          6          5          7          8          1          4          9          1          10         3          
Vardas5164               Pavarde5164                 2          6          6          1          6          1          9          6          1          4          8          1          2          7          3          
Vardas5165               Pavarde5165                 10         3          2          3          9          6          10         3          7          7          1          3          9          6          9          
Vardas5166               Pavarde5166                 9          4          10         3          10         6          7          3          9          1          10         9          8          5          6          
Vardas5167               Pavarde5167                 2          3          10         8          3          7          2          2          6          3          7          5          1          2          10         
Vardas5168               Pavarde5168                 6          6          2          7          8          8          6          1          1          5          8          2          8          8          3          
Vardas5169               Pavarde5169                 5          9          3          9          6          1          4          2          10         1          7          1          9          6          7          
Vardas5170               Pavarde5170                 4          3          1          8          3          4          2          3          9          10         3          2          5          10         7          
Vardas5171               Pavarde5171                 5          8          2          9          10         10         6          6          3          1          9          3          9          3          1          
Vardas5172               Pavarde5172                 9          10         8          4          10         9          4          4          7          8          10         2          7          1          5          
Vardas5173               Pavarde5173                 6          10         4          3          6          9          9          4          1          7          8          2          6          2          4          
Vardas5174               Pavarde5174                 5          4          9          7          9          1          8          9          10         2          9          2          1          5          2          
Vardas5175               Pavarde5175                 5          1          7          9          7          2          5          3          4          6          1          8          4          2          7          
Vardas5176               Pavarde5176                 1          5          10         5          10         6          5          3          1          1          10         7          7          2          9          
Vardas5177               Pavarde5177                 4          9          5          10         4          3          1          6          5          10         1          7          2          2          2          
Vardas5178               Pavarde5178                 4          9          8          5          4          2          7          7          7          2          10         6          5          3          1          
Vardas5179               Pavarde5179                 10         6          2          5          3          2          6          7          3          3          5          2          1          6          7          
Vardas5180               Pavarde5180                 6          4          6          1          9          1          5          2          6          6          9          7          1          4          3          
Vardas5181               Pavarde5181                 5          2          7          6          5          5          3          4          6          3          3          6          7          2          9          
Vardas5182               Pavarde5182                 9          3          1          2          9          9          10         7          9          6          9          9          1          8          10         
Vardas5183               Pavarde5183                 8          4          7          4          5          6          8          9          2          3          10         5          5          5          7          
Vardas5184               Pavarde5184                 3          6          5          2          9          4          9          7          10         1          9          10         10         6          10         
Vardas5185               Pavarde5185                 5          9          4          1          2          9          1          6          5          3          5          1          7          7          4          
Vardas5186               Pavarde5186                 4          1          9          8          2          1          7          10         9          6          4          3          3          1          8          
Vardas5187               Pavarde5187                 2          3          6          1          5          8          2          7          6          7          8          5          8          7          1          
Vardas5188               Pavarde5188                 9          8          3          4          8          9          7          5          2          4          7          4          6          3          5          
Vardas5189               Pavarde5189                 7          8          9          5          9          8          4          6          5          3          3          9          1          10         7          
Vardas5190               Pavarde5190                 9          7          5          4          7          9          10         8          5          5          2          1          9          4          8          
Vardas5191               Pavarde5191                 4          7          7          1          9          6          10         7          4          10         6          4          10         7          10         
Vardas5192               Pavarde5192                 7          1          10         3          7          1          6          9          7          6          7          1          1          6          8          
Vardas5193               Pavarde5193                 7          7          6          6          7          6          2          7          9          6          7          9          7          10         4          
Vardas5194               Pavarde5194                 7          3          10         6          9          9          6          7          6          10         1          9          10         6          10         
Vardas5195               Pavarde5195                 6          2          6          3          7          7          6          3          7          2          7          1          9          7          3          
Vardas5196               Pavarde5196                 8          7          8          2          1          1          7          2          5          3          5          10         1          1          3          
Vardas5197               Pavarde5197                 9          9          7          10         4          2          3          3          9          5          4          4          8          1          9          
Vardas5198               Pavarde5198                 1          10         3          10         1          3          8          1          1          7          8          5          1          3          8          
Vardas5199               Pavarde5199                 3          6          1          3          2          3          8          4          3          2          7          3          6          8          8          
Vardas5200               Pavarde5200                 6          2          9          7          6          4          10         9          8          1          8          9          6          2          8          
Vardas5201               Pavarde5201                 1          1          8          4          1          1          3          3          10         1          8          10         2          3          4          
Vardas5202               Pavarde5202                 6          3          5          7          5          3          6          8          1          5          5          5          8          9          4          
Vardas5203               Pavarde5203                 5          3          4          3          4          6          10         4          3          3          9          9          5          5          3          
Vardas5204               Pavarde5204                 5          3          1          10         8          1          3          7          2          3          10         1          3          6          3          
Vardas5205               Pavarde5205                 3          10         1          2          10         5          6          5          5          4          8          5          3          3          3          
Vardas5206               Pavarde5206                 4          1          3          5          10         2          9          7          4          10         1          3          10         9          8          
Vardas5207               Pavarde5207                 9          6          6          3          10         9          7          5          4          8          6          3          4          6          5          
Vardas5208               Pavarde5208                 10         6          2          3          7          1          8          3          6          9          10         10         2          4          1          
Vardas5209               Pavarde5209                 2          5          4          1          6          6          7          9          6          3          9          2          1          9          1          
Vardas5210               Pavarde5210                 6          9          8          1          9          10         3          10         10         1          6          7          9          5          6          
Vardas5211               Pavarde5211                 5          4          6          7          6          10         7          4          6          10         5          5          4          1          9          
Vardas5212               Pavarde5212                 5          1          9          4          5          4          6          7          3          6          9          2          7          5          7          
Vardas5213               Pavarde5213                 5          4          3          9          4          2          6          7          1          9          5          2          6          5          2          
Vardas5214               Pavarde5214                 2          3          7          7          3          3          3          1          8          2          8          4          4          6          4          
Vardas5215               Pavarde5215                 1          4          3          1          6          9          4          8          6          5          5          1          2          5          9          
Vardas5216               Pavarde5216                 7          6          7          2          3          1          4          1          10         7          5          3          4          3          6          
Vardas5217               Pavarde5217                 1          7          6          8          5          3          1          10         1          2          10         1          5          2          5          
Vardas5218               Pavarde5218                 1          9          4          9          6          5          2          4          9          8          4          1          10         1          4          
Vardas5219               Pavarde5219                 5          1          2          4          4          8          2          1          2          3          5          2          9          4          7          
Vardas5220               Pavarde5220                 1          7          10         10         1          5          3          1          8          6          7          8          8          1          10         
Vardas5221               Pavarde5221                 3          8          8          10         9          10         10         2          4          5          2          10         1          8          9          
